korok_id,korok_found,korok_location,korok_num,korok_type,korok_coord_start,korok_coord_end,korok_desc,
744,0,East Hebra Sky Archipelago,1,,"1776, -0940, 0966",,"To collect this Korok Seed, youâ€™ll need to reach the small sky island just south of the Device Dispenser in the East Hebra Sky Archipelago. If youâ€™re unfamiliar with the area, launch from the Pikida Stonegrove Skyview Tower, then glide northeast to land on the central island in the East Hebra Sky Archipelago. Next, use the catapult to propel yourself toward the sky island shown above. Once on the sky island, climb down the northeastern edge to reach the leaf-marked log, and youâ€™ll be rewarded with a Korok Seed.",
745,0,East Hebra Sky Archipelago,2,,"2935, -2988, 1255",,"This Korok Seed can be found atop the sky island on the northern end of the East Hebra Sky Archipelago. If youâ€™ve yet to explore this area, launch from the Pikida Stonegrove Skyview Tower and glide northeast to land on the central area of the East Hebra Sky Archipelago. From here, use the catapult to propel yourself up to the northern island. Once atop the northern sky island, walk over the flower in the western tree stump. The flower will disappear before quickly reappearing in another nearby spot. Follow the flowerâ€™s path until you reach the second tree stump, then walk over the flower once more to collect this Korok Seed.",
746,0,Rising Island Chain (Wind Temple),1,,"2720, -2739, 1222",,"This Korok Seed is found near the center of the Rising Island Chain and just southeast of the Kahatanaum Shrine. If youâ€™ve previously explored this area, fast travel to the Kahatanaum Shrine, and directly in front of you, youâ€™ll notice an archway. Climb to the top of the archway and lift the lonely stone to pocket this Korok Seed.",
747,0,Rising Island Chain (Wind Temple),2,,"2439, -1721, 1443",,"To seek out this Korok Seed, begin by reaching the Kahatanaum Shrine in the Rising Island Chain. From the front of the shrine, head southeast through the archway, then dive down past the boat and land on the lower platform. Approach the platformâ€™s southeastern edge and look downward to discover a Korok log. Step on the log, then glide through the ring across the way before time runs out, and youâ€™ll be rewarded with a Korok Seed.",
748,0,West Hebra Sky Archipelago Korok Seed,1,,"2344, -1753, 1885",,"This Korok Seed can be collected by climbing onto the Korok log found on the small sky island just north of the twin pools on the northern end of the West Hebra Sky Archipelago. If youâ€™re unfamiliar with the area, launch from the Rospro Pass Skyview Tower, then glide north to land on the square-shaped area attached to the Flux Construct site. Use the premade vessel found here to fly high above the island that houses both a Device Dispenser and the Ijo-o Shrine. When high enough, glide onto the small northern island with a lonely tree. Lastly, climb down the north side of the island and onto the leaf-marked log to claim your prize.",
749,0,South Hebra Sky Archipelago Korok Seed,1,,"2337, -1845, 1685","2332, -1828, 1716","To obtain this Korok Seed, travel to the small sky island on the northern end of the South Hebra Sky Archipelago, and complete the gliding challenge. If youâ€™ve yet to visit this archipelago, launch from the Rospro Pass Skyview Tower, then glide southeast to land on the island pictured above. Now use the nearby materials to ride the rail up to the northern end of the archipelago. Next, use Ascend to get up to the small sky island with a tree on it. Step on the leaf-marked log and glide onto the target without touching the ground and youâ€™ll be rewarded with a Korok Seed.",
750,0,Lightcast Island,1,,"2409, -1821, 1570","2430, -1781, 1514","To collect this Korok Seed, youâ€™ll need to shoot the acorn hanging from the tower holding the massive light on Lightcast Island. The acorn can be seen on the southern end of the tower, and though you would normally compensate for projectile drop-off, the low gravity on Lightcast Island should make the acorn easier to hit.",
751,0,Lightcast Island,2,,,,"This Korok Seed is found on a small sky island beneath Lightcast Island proper. To reach it, dive off the western edge of Lightcast Island and search for the sky island pictured above. After landing, step on the leaf-marked log, dive after the projectile, and catch it to earn yourself this Korok Seed.",
752,0,Lightcast Island,3,,,,"To add this Korok Seed to your inventory, climb to the top of the hill at the center of Lightcast Island to discover a leaf-marked log. When you step on the log, a target will appear to the southwest. Glide onto the target without touching the ground and youâ€™ll earn a Korok Seed.",
753,0,Tabantha Sky Archipelago Korok Seed,1,,,,"To obtain this Korok Seed, start at the elongated sky island in the Tabantha Sky Archipelago that houses both the Device Dispenser and the Ganos Shrine. Use the catapult found here to launch yourself toward the southwestern sky island, but instead of landing on the high island, land on the small one just below it. Step on the leaf-marked log, then glides onto the northern target without touching the ground to collect this Korok Seed.",
754,0,North Gerudo Sky Archipelago Korok Seed,1,,,,"This Korok Seed can be earned by completing the gliding challenge found on the small sky island northeast of Starview Island. To get to this island, launch yourself from the Gerudo Highlands Skyview Tower, and glide north to land on one of the many Rocket-equipped hovering platforms. To gain maximum elevation, attach and activate one Rocket at a time, and once high enough, glide onto the sky island pictured above. If needed, make sure to use any Rockets, Balloons, or Fans in your inventory to gain some extra height. Once on the sky island, step on the leaf-marked log, then glide south to land on the target without touching the ground. If performed successfully, youâ€™ll be given a Korok Seed.",
755,0,South Lomei Castle Top Floor Korok Seed,1,,,,"To collect this Korok Seed, travel to the South Lomei Castle Top Floor that floats above the South Lomei Labyrinth. Climb or use the updraft inside to glide on top of the labyrinthâ€™s walls, then head to the southeastern corner to discover a Korok log. Step on the log, dive after the projectile, and when you catch it, youâ€™ll pocket a Korok Seed.",
756,1,East Gerudo Sky Archipelago Korok Seed,1,Land on the Target,,,"This Korok Seed can be earned by completing the gliding challenge that begins on the small sky island just northwest of the East Gerudo Sky Archipelagoâ€™s Device Dispenser. To collect this Korok Seed, launch from the Gerudo Canyon Skyview Tower before gliding northeast to land on the East Gerudo Sky Archipelago. Turn the center catapult, and use it to launch yourself onto the small sky island pictured. Here, youâ€™ll find a leaf-marked log. Step on the log, then glide onto the northwestern target without touching the ground, and youâ€™ll be rewarded with this Korok Seed.",
757,0,Faron Sky Archipelago Korok Seed,1,,,,"To get your hands on this Korok Seed, launch from the Popla Foothills Skyview Tower, then glide southwest to land on the Faron Sky Archipelago island with a temple on it. This sky island is directly above the En-oma Shrine, and just east of a Flux Construct site. Once youâ€™ve landed, climb to the temple roof, and lift the lonely rock found here to earn this Korok Seed.",
758,0,Thunderhead Isles Korok Seed,1,,,,"To collect this Korok Seed, start at the Joku-usin Shrine, Ascend to get outdoors, then dive off the northwestern edge to land on the lower sky island highlighted above. Climb atop the fully grown tree found here, lift the stone, and a Korok will appear to reward you.",
759,0,Dragonhead Island Korok Seed,1,,,,This Korok Seed is found in the tree stump on the southwestern end of Dragonhead Island. Climb the tree stump and jump into the flowery ring to add this Korok Seed to your inventory.,
760,1,West Necluda Sky Archipelago,1,Land on the Target,,,"This Korok Seed can be earned by completing the gliding challenge that begins on the small sky island north of the Device Dispenser in the West Necluda Sky Archipelago. To reach this challenge, launch from the Popla Foothills Skyview Tower before gliding west to land on the sky island highlighted above. Once youâ€™ve landed, step on the Korok log, then glide onto the southern target without touching the ground. If performed correctly, a Korok will appear to give you a prize.",
761,1,West Necluda Sky Archipelago,2,Rock Formation,,,"To collect this Korok Seed, youâ€™ll need to complete the stone puzzle atop the northeastern sky island in the West Necluda Sky Archipelago. To reach this location Korok Seed, launch from the Sahasra Slope Skyview Tower and glide southeast to land on the sky island shown above. Once atop the northeastern sky island, look into the southern tree stump to find a rock puzzle. To complete the puzzle, search the other tree stump nearby to find a free-standing stone. Grab the stone with Ultrahand and use it to complete the stone ring.",
762,0,North Necluda Sky Archipelago Korok Seed,1,,,,"This Korok Seed can be found on the small, northernmost sky island in the North Necluda Sky Archipelago. To earn this Korok Seed, launch from the Sahasra Slope Skyview Tower and glide northeast to land on the sky island pictured above. Step on the Korok log on the northern end of this island, then dive down to catch the projectile, and youâ€™ll be awarded a Korok Seed.",
763,0,East Necluda Sky,1,,,,"To pick up this Korok Seed, launch from the Rabella Wetlands Skyview Tower and glide east to land on the archipelago housing Kumamayn Shrine on the eastern end of the Necluda Sky. Next, use the catapult to launch yourself onto the southeastern sky island pictured above. Lastly, climb down the southwestern edge of this small sky island and climb onto the leaf-marked log to secure your prize.",
764,0,East Necluda Sky,2,,,,"This Korok Seed is found on the central island in the cluster of sky islands just northwest of the Kumamayn Shrine in the East Necluda Sky. To get here, follow the instructions in the previous entry and instead, use the catapult to launch to the northwest. Alternatively, if you have sufficient Stamina you can actually land on this island straightaway, after launching from the Rabella Wetlands Skyview Tower. After landing, climb the lone tree on this sky island and lift the rock to earn a Korok Seed.",
